SimaPro 7.3;method;Date:;7/18/2011;Time:;2:35 PM
Water;ocean;Bis(2-chloroethyl)ether;000111-44-4;0,000532;kg 1,4-DB eq / kg
Soil;(unspecified);Bitertanol;055179-31-2;0,00116;kg 1,4-DB eq / kg
Soil;(unspecified);Bromacil;000314-40-9;0,00102;kg 1,4-DB eq / kg
Water;(unspecified);Bromate;015541-45-4;0,0027;kg 1,4-DB eq / kg
Water;ocean;Bromate;015541-45-4;0,0191;kg 1,4-DB eq / kg
Air;(unspecified);Bromine;007726-95-6;5,5;kg 1,4-DB eq / kg
Water;(unspecified);Bromine;007726-95-6;4,65;kg 1,4-DB eq / kg
Water;ocean;Bromine;007726-95-6;10,6;kg 1,4-DB eq / kg
Soil;(unspecified);Bromine;007726-95-6;3,25;kg 1,4-DB eq / kg
Soil;agricultural;Bromine;007726-95-6;3,11;kg 1,4-DB eq / kg
Soil;forestry;Bromine;007726-95-6;2,99;kg 1,4-DB eq / kg
Air;(unspecified);Bromoform;000075-25-2;0,255;kg 1,4-DB eq / kg
Air;low. pop.;Bromoform;000075-25-2;0,256;kg 1,4-DB eq / kg
Air;low. pop., long-term;Bromoform;000075-25-2;0,256;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Bromoform;000075-25-2;0,256;kg 1,4-DB eq / kg
Soil;(unspecified);Bromoxynil;001689-84-5;0,223;kg 1,4-DB eq / kg
Soil;(unspecified);Bromuconazole;116255-48-2;0,0852;kg 1,4-DB eq / kg
Soil;(unspecified);Buprofezin;069327-76-0;0,00131;kg 1,4-DB eq / kg
Air;(unspecified);Butadiene, hexachloro-;000087-68-3;3,35;kg 1,4-DB eq / kg
Air;low. pop.;Butadiene, hexachloro-;000087-68-3;3,35;kg 1,4-DB eq / kg
Air;low. pop., long-term;Butadiene, hexachloro-;000087-68-3;3,35;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Butadiene, hexachloro-;000087-68-3;3,35;kg 1,4-DB eq / kg
Soil;(unspecified);Butylate;002008-41-5;0,00792;kg 1,4-DB eq / kg
Air;(unspecified);Cadmium;007440-43-9;28,1;kg 1,4-DB eq / kg
Air;low. pop.;Cadmium;007440-43-9;40,4;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cadmium;007440-43-9;40,4;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cadmium;007440-43-9;40,4;kg 1,4-DB eq / kg
Soil;(unspecified);Cadmium;007440-43-9;0,341;kg 1,4-DB eq / kg
Soil;agricultural;Cadmium;007440-43-9;0,0668;kg 1,4-DB eq / kg
Soil;forestry;Cadmium;007440-43-9;0,0471;kg 1,4-DB eq / kg
Water;(unspecified);Cadmium, ion;022537-48-0;7,13;kg 1,4-DB eq / kg
Water;ocean;Cadmium, ion;022537-48-0;87,1;kg 1,4-DB eq / kg
Air;(unspecified);Caprolactam;000105-60-2;0,0000384;kg 1,4-DB eq / kg
Air;low. pop.;Caprolactam;000105-60-2;0,000068;kg 1,4-DB eq / kg
Air;low. pop., long-term;Caprolactam;000105-60-2;0,000068;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Caprolactam;000105-60-2;0,000068;kg 1,4-DB eq / kg
Water;(unspecified);Caprolactam;000105-60-2;0,0000103;kg 1,4-DB eq / kg
Water;ocean;Caprolactam;000105-60-2;0,000242;kg 1,4-DB eq / kg
Soil;(unspecified);Captan;000133-06-2;0,00000532;kg 1,4-DB eq / kg
Air;(unspecified);Carbamic acid, butyl-, 3-iodo-2-propynyl ester;055406-53-6;0,0306;kg 1,4-DB eq / kg
Air;low. pop.;Carbamic acid, butyl-, 3-iodo-2-propynyl ester;055406-53-6;0,0507;kg 1,4-DB eq / kg
Air;low. pop., long-term;Carbamic acid, butyl-, 3-iodo-2-propynyl ester;055406-53-6;0,0507;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Carbamic acid, butyl-, 3-iodo-2-propynyl ester;055406-53-6;0,0507;kg 1,4-DB eq / kg
Water;(unspecified);Carbamic acid, butyl-, 3-iodo-2-propynyl ester;055406-53-6;0,012;kg 1,4-DB eq / kg
Water;ocean;Carbamic acid, butyl-, 3-iodo-2-propynyl ester;055406-53-6;0,373;kg 1,4-DB eq / kg
Air;(unspecified);Carbamic acid, ethyl ester;000051-79-6;0,0000857;kg 1,4-DB eq / kg
Air;low. pop.;Carbamic acid, ethyl ester;000051-79-6;0,000129;kg 1,4-DB eq / kg
Air;low. pop., long-term;Carbamic acid, ethyl ester;000051-79-6;0,000129;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Carbamic acid, ethyl ester;000051-79-6;0,000129;kg 1,4-DB eq / kg
Water;(unspecified);Carbamic acid, ethyl ester;000051-79-6;0,0000138;kg 1,4-DB eq / kg
Water;ocean;Carbamic acid, ethyl ester;000051-79-6;0,00032;kg 1,4-DB eq / kg
Soil;(unspecified);Carbaryl;000063-25-2;0,000198;kg 1,4-DB eq / kg
Soil;(unspecified);Carbendazim;010605-21-7;0,358;kg 1,4-DB eq / kg
Soil;(unspecified);Carbetamide;016118-49-3;0,000166;kg 1,4-DB eq / kg
Soil;(unspecified);Carbofuran;001563-66-2;0,163;kg 1,4-DB eq / kg
Air;(unspecified);Carbon disulfide;000075-15-0;0,00123;kg 1,4-DB eq / kg
Air;low. pop.;Carbon disulfide;000075-15-0;0,00128;kg 1,4-DB eq / kg
Air;low. pop., long-term;Carbon disulfide;000075-15-0;0,00128;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Carbon disulfide;000075-15-0;0,00128;kg 1,4-DB eq / kg
Soil;(unspecified);Carboxin;005234-68-4;0,00346;kg 1,4-DB eq / kg
Water;(unspecified);Carboxylic acids, unspecified;;0,000109;kg 1,4-DB eq / kg
Water;ocean;Carboxylic acids, unspecified;;0,00227;kg 1,4-DB eq / kg
Air;(unspecified);Catechol;000120-80-9;0,00234;kg 1,4-DB eq / kg
Air;low. pop.;Catechol;000120-80-9;0,00881;kg 1,4-DB eq / kg
Air;low. pop., long-term;Catechol;000120-80-9;0,00881;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Catechol;000120-80-9;0,00881;kg 1,4-DB eq / kg
Water;(unspecified);Catechol;000120-80-9;0,00366;kg 1,4-DB eq / kg
Water;ocean;Catechol;000120-80-9;0,085;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorfenvinphos;000470-90-6;0,402;kg 1,4-DB eq / kg
Soil;(unspecified);Chloridazon;001698-60-8;0,019;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorimuron-ethyl;090982-32-4;0,00342;kg 1,4-DB eq / kg
Air;(unspecified);Chlorine;007782-50-5;3,53;kg 1,4-DB eq / kg
Water;(unspecified);Chlorine;007782-50-5;3,09;kg 1,4-DB eq / kg
Water;ocean;Chlorine;007782-50-5;7,09;kg 1,4-DB eq / kg
Soil;(unspecified);Chlormequat chloride;000999-81-5;0,000738;kg 1,4-DB eq / kg
Air;(unspecified);Chloroacetic acid;000079-11-8;0,0389;kg 1,4-DB eq / kg
Air;low. pop.;Chloroacetic acid;000079-11-8;0,0559;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chloroacetic acid;000079-11-8;0,0559;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chloroacetic acid;000079-11-8;0,0559;kg 1,4-DB eq / kg
Water;(unspecified);Chloroacetic acid;000079-11-8;0,00557;kg 1,4-DB eq / kg
Water;ocean;Chloroacetic acid;000079-11-8;0,116;kg 1,4-DB eq / kg
Air;(unspecified);Chloroform;000067-66-3;0,0521;kg 1,4-DB eq / kg
Air;low. pop.;Chloroform;000067-66-3;0,0522;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chloroform;000067-66-3;0,0522;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chloroform;000067-66-3;0,0522;kg 1,4-DB eq / kg
Water;(unspecified);Chloroform;000067-66-3;0,0545;kg 1,4-DB eq / kg
Water;ocean;Chloroform;000067-66-3;0,164;kg 1,4-DB eq / kg
Soil;(unspecified);Chloropicrin;000076-06-2;11,3;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorothalonil;001897-45-6;4,2;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorotoluron;015545-48-9;0,0735;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorpropham;000101-21-3;0,0229;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorpyrifos;002921-88-2;0,267;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorsulfuron;064902-72-3;0,0269;kg 1,4-DB eq / kg
Air;(unspecified);Chromium;007440-47-3;3,19;kg 1,4-DB eq / kg
Air;low. pop.;Chromium;007440-47-3;4,61;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chromium;007440-47-3;4,61;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chromium;007440-47-3;4,61;kg 1,4-DB eq / kg
Soil;(unspecified);Chromium;007440-47-3;0,0018;kg 1,4-DB eq / kg
Soil;agricultural;Chromium;007440-47-3;0,00134;kg 1,4-DB eq / kg
Soil;forestry;Chromium;007440-47-3;0,00108;kg 1,4-DB eq / kg
Air;(unspecified);Chromium VI;018540-29-9;3,19;kg 1,4-DB eq / kg
Air;low. pop.;Chromium VI;018540-29-9;4,61;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chromium VI;018540-29-9;4,61;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chromium VI;018540-29-9;4,61;kg 1,4-DB eq / kg
Water;(unspecified);Chromium VI;018540-29-9;0,667;kg 1,4-DB eq / kg
Water;ocean;Chromium VI;018540-29-9;9,92;kg 1,4-DB eq / kg
Soil;(unspecified);Chromium VI;018540-29-9;0,0018;kg 1,4-DB eq / kg
Soil;agricultural;Chromium VI;018540-29-9;0,00134;kg 1,4-DB eq / kg
Soil;forestry;Chromium VI;018540-29-9;0,00108;kg 1,4-DB eq / kg
Water;(unspecified);Chromium, ion;016065-83-1;0,667;kg 1,4-DB eq / kg
Water;ocean;Chromium, ion;016065-83-1;9,92;kg 1,4-DB eq / kg
Soil;(unspecified);Clopyralid;001702-17-6;0,00281;kg 1,4-DB eq / kg
Soil;(unspecified);Cloquintocet-mexyl;099607-70-2;0,0000142;kg 1,4-DB eq / kg
Air;(unspecified);Cobalt;007440-48-4;24,5;kg 1,4-DB eq / kg
Air;low. pop.;Cobalt;007440-48-4;31,9;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cobalt;007440-48-4;31,9;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cobalt;007440-48-4;31,9;kg 1,4-DB eq / kg
Water;(unspecified);Cobalt;007440-48-4;33,1;kg 1,4-DB eq / kg
Water;ocean;Cobalt;007440-48-4;64;kg 1,4-DB eq / kg
Soil;(unspecified);Cobalt;007440-48-4;7,98;kg 1,4-DB eq / kg
Soil;agricultural;Cobalt;007440-48-4;4,13;kg 1,4-DB eq / kg
Soil;forestry;Cobalt;007440-48-4;0,927;kg 1,4-DB eq / kg
Air;(unspecified);Copper;007440-50-8;270;kg 1,4-DB eq / kg
Air;low. pop.;Copper;007440-50-8;388;kg 1,4-DB eq / kg
Air;low. pop., long-term;Copper;007440-50-8;388;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Copper;007440-50-8;388;kg 1,4-DB eq / kg
Soil;(unspecified);Copper;007440-50-8;1;kg 1,4-DB eq / kg
Soil;agricultural;Copper;007440-50-8;0,317;kg 1,4-DB eq / kg
Soil;forestry;Copper;007440-50-8;0,25;kg 1,4-DB eq / kg
Air;(unspecified);Cumene;000098-82-8;0,000216;kg 1,4-DB eq / kg
Air;low. pop.;Cumene;000098-82-8;0,00025;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cumene;000098-82-8;0,00025;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cumene;000098-82-8;0,00025;kg 1,4-DB eq / kg
Water;(unspecified);Cumene;000098-82-8;0,00187;kg 1,4-DB eq / kg
Water;ocean;Cumene;000098-82-8;0,0738;kg 1,4-DB eq / kg
Air;(unspecified);Cumene hydroperoxide;000080-15-9;0,0588;kg 1,4-DB eq / kg
Air;low. pop.;Cumene hydroperoxide;000080-15-9;0,0797;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cumene hydroperoxide;000080-15-9;0,0797;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cumene hydroperoxide;000080-15-9;0,0797;kg 1,4-DB eq / kg
Water;(unspecified);Cumene hydroperoxide;000080-15-9;0,0316;kg 1,4-DB eq / kg
Water;ocean;Cumene hydroperoxide;000080-15-9;0,218;kg 1,4-DB eq / kg
Soil;(unspecified);Cyanazine;021725-46-2;0,0104;kg 1,4-DB eq / kg
Air;(unspecified);Cyanide;000057-12-5;0,574;kg 1,4-DB eq / kg
Air;low. pop.;Cyanide;000057-12-5;0,575;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cyanide;000057-12-5;0,575;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cyanide;000057-12-5;0,575;kg 1,4-DB eq / kg
Water;(unspecified);Cyanide;000057-12-5;0,344;kg 1,4-DB eq / kg
Water;ocean;Cyanide;000057-12-5;0,918;kg 1,4-DB eq / kg
Soil;(unspecified);Cycloate;001134-23-2;0,0175;kg 1,4-DB eq / kg
Water;(unspecified);Cyclohexane;000110-82-7;0,00242;kg 1,4-DB eq / kg
Water;ocean;Cyclohexane;000110-82-7;0,0501;kg 1,4-DB eq / kg
Water;(unspecified);Cyclohexanol;000108-93-0;0,0000507;kg 1,4-DB eq / kg
Water;ocean;Cyclohexanol;000108-93-0;0,000878;kg 1,4-DB eq / kg
Air;(unspecified);Cyclohexylamine;000108-91-8;0,0013;kg 1,4-DB eq / kg
Air;low. pop.;Cyclohexylamine;000108-91-8;0,00304;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cyclohexylamine;000108-91-8;0,00304;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cyclohexylamine;000108-91-8;0,00304;kg 1,4-DB eq / kg
Water;(unspecified);Cyclohexylamine;000108-91-8;0,00447;kg 1,4-DB eq / kg
Water;ocean;Cyclohexylamine;000108-91-8;0,0346;kg 1,4-DB eq / kg
Air;(unspecified);Cyclopentadiene, hexachloro-;000077-47-4;0,00000268;kg 1,4-DB eq / kg
Air;low. pop.;Cyclopentadiene, hexachloro-;000077-47-4;0,00000271;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cyclopentadiene, hexachloro-;000077-47-4;0,00000271;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cyclopentadiene, hexachloro-;000077-47-4;0,00000271;kg 1,4-DB eq / kg
Soil;(unspecified);Cycloxydim;101205-02-1;0,000041;kg 1,4-DB eq / kg
Soil;(unspecified);Cyfluthrin;068359-37-5;0,0916;kg 1,4-DB eq / kg
Soil;(unspecified);Cymoxanil;057966-95-7;0,0000761;kg 1,4-DB eq / kg
Soil;(unspecified);Cypermethrin;052315-07-8;132;kg 1,4-DB eq / kg
Soil;(unspecified);Cyromazine;066215-27-8;0,349;kg 1,4-DB eq / kg
Soil;(unspecified);Daminozide;001596-84-5;0,000029;kg 1,4-DB eq / kg
Soil;(unspecified);DDAC;007173-51-5;0,00016;kg 1,4-DB eq / kg
Soil;(unspecified);Deltamethrin;052918-63-5;0,885;kg 1,4-DB eq / kg
Soil;(unspecified);Desmedipham;013684-56-5;0,000000162;kg 1,4-DB eq / kg
Soil;(unspecified);Desmetryn;001014-69-3;0,0855;kg 1,4-DB eq / kg
Soil;(unspecified);Diazinon;000333-41-5;0,559;kg 1,4-DB eq / kg
Air;(unspecified);Dibenzofuran;000132-64-9;0,142;kg 1,4-DB eq / kg
Air;low. pop.;Dibenzofuran;000132-64-9;0,156;kg 1,4-DB eq / kg
Air;low. pop., long-term;Dibenzofuran;000132-64-9;0,156;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Dibenzofuran;000132-64-9;0,156;kg 1,4-DB eq / kg
Water;(unspecified);Dibenzofuran;000132-64-9;0,149;kg 1,4-DB eq / kg
Water;ocean;Dibenzofuran;000132-64-9;0,984;kg 1,4-DB eq / kg
Soil;(unspecified);Dicamba;001918-00-9;0,009;kg 1,4-DB eq / kg
Soil;(unspecified);Dichlobenil;001194-65-6;0,489;kg 1,4-DB eq / kg
Soil;(unspecified);Dichlorvos;000062-73-7;0,0123;kg 1,4-DB eq / kg
Soil;(unspecified);Dicofol;000115-32-2;0,00224;kg 1,4-DB eq / kg
Air;(unspecified);Dicyclopentadiene;000077-73-6;0,0000157;kg 1,4-DB eq / kg
Air;low. pop.;Dicyclopentadiene;000077-73-6;0,0000612;kg 1,4-DB eq / kg
Air;low. pop., long-term;Dicyclopentadiene;000077-73-6;0,0000612;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Dicyclopentadiene;000077-73-6;0,0000612;kg 1,4-DB eq / kg
Water;(unspecified);Dicyclopentadiene;000077-73-6;0,00562;kg 1,4-DB eq / kg
Water;ocean;Dicyclopentadiene;000077-73-6;0,198;kg 1,4-DB eq / kg
Air;(unspecified);Diethanolamine;000111-42-2;0,0000828;kg 1,4-DB eq / kg
Air;low. pop.;Diethanolamine;000111-42-2;0,000282;kg 1,4-DB eq / kg
Air;low. pop., long-term;Diethanolamine;000111-42-2;0,000282;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Diethanolamine;000111-42-2;0,000282;kg 1,4-DB eq / kg
Water;(unspecified);Diethanolamine;000111-42-2;0,0000937;kg 1,4-DB eq / kg
Water;ocean;Diethanolamine;000111-42-2;0,00249;kg 1,4-DB eq / kg
Soil;(unspecified);Difenoconazole;119446-68-3;0,0117;kg 1,4-DB eq / kg
Soil;(unspecified);Difenzoquat;043222-48-6;0,00158;kg 1,4-DB eq / kg
Soil;(unspecified);Diflubenzuron;035367-38-5;0,149;kg 1,4-DB eq / kg
Soil;(unspecified);Diflufenican;083164-33-4;0,000269;kg 1,4-DB eq / kg
Soil;(unspecified);Dimethipin;055290-64-7;0,00272;kg 1,4-DB eq / kg
Soil;(unspecified);Dimethoate;000060-51-5;0,0556;kg 1,4-DB eq / kg
Soil;(unspecified);Dimethomorph;110488-70-5;0,00194;kg 1,4-DB eq / kg
Air;(unspecified);Dimethylamine;000124-40-3;0,000073;kg 1,4-DB eq / kg
Air;low. pop.;Dimethylamine;000124-40-3;0,000189;kg 1,4-DB eq / kg
Air;low. pop., long-term;Dimethylamine;000124-40-3;0,000189;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Dimethylamine;000124-40-3;0,000189;kg 1,4-DB eq / kg
Water;(unspecified);Dimethylamine;000124-40-3;0,000039;kg 1,4-DB eq / kg
Water;ocean;Dimethylamine;000124-40-3;0,0025;kg 1,4-DB eq / kg
Soil;(unspecified);Dinoseb;000088-85-7;3,3;kg 1,4-DB eq / kg
Soil;(unspecified);Dinoterb;001420-07-1;2,26;kg 1,4-DB eq / kg
Air;(unspecified);Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;001746-01-6;334;kg 1,4-DB eq / kg
Air;low. pop.;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;001746-01-6;382;kg 1,4-DB eq / kg
Air;low. pop., long-term;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;001746-01-6;382;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;001746-01-6;382;kg 1,4-DB eq / kg
Soil;(unspecified);Diphenamid;000957-51-7;0,000379;kg 1,4-DB eq / kg
Air;(unspecified);Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,0048;kg 1,4-DB eq / kg
Air;low. pop.;Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,0085;kg 1,4-DB eq / kg
Air;low. pop., long-term;Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,0085;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,0085;kg 1,4-DB eq / kg
Water;(unspecified);Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,0123;kg 1,4-DB eq / kg
Water;ocean;Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,187;kg 1,4-DB eq / kg
Soil;(unspecified);Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,00439;kg 1,4-DB eq / kg
Soil;(unspecified);Diquat dibromide;000085-00-7;0,0089;kg 1,4-DB eq / kg
Soil;(unspecified);Disodium acid methane arsenate;000144-21-8;0,000363;kg 1,4-DB eq / kg
Soil;(unspecified);Disulfoton;000298-04-4;0,0374;kg 1,4-DB eq / kg
Soil;(unspecified);Dithianon;003347-22-6;0,0997;kg 1,4-DB eq / kg
Soil;(unspecified);Diuron;000330-54-1;0,302;kg 1,4-DB eq / kg
Soil;(unspecified);DNOC;000534-52-1;0,0061;kg 1,4-DB eq / kg
Soil;(unspecified);Dodine;002439-10-3;0,00145;kg 1,4-DB eq / kg
Water;(unspecified);EDTA;000060-00-4;0,000071;kg 1,4-DB eq / kg
Water;ocean;EDTA;000060-00-4;0,00305;kg 1,4-DB eq / kg
Soil;(unspecified);Endosulfan;000115-29-7;0,133;kg 1,4-DB eq / kg
Soil;(unspecified);Endothall;000145-73-3;0,0000475;kg 1,4-DB eq / kg
Air;(unspecified);Epichlorohydrin;000106-89-8;0,0175;kg 1,4-DB eq / kg
Air;low. pop.;Epichlorohydrin;000106-89-8;0,0177;kg 1,4-DB eq / kg
Air;low. pop., long-term;Epichlorohydrin;000106-89-8;0,0177;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Epichlorohydrin;000106-89-8;0,0177;kg 1,4-DB eq / kg
Soil;(unspecified);Epoxiconazole;106325-08-0;1,35;kg 1,4-DB eq / kg
Soil;(unspecified);Esfenvalerate;066230-04-4;260;kg 1,4-DB eq / kg
Air;(unspecified);Ethane thiol;000075-08-1;0,00296;kg 1,4-DB eq / kg
Air;low. pop.;Ethane thiol;000075-08-1;0,00632;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane thiol;000075-08-1;0,00632;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane thiol;000075-08-1;0,00632;kg 1,4-DB eq / kg
Air;(unspecified);Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;0,0356;kg 1,4-DB eq / kg
Air;low. pop.;Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;0,0356;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;0,0356;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;0,0356;kg 1,4-DB eq / kg
Water;(unspecified);Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;0,0368;kg 1,4-DB eq / kg
Water;ocean;Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;0,0961;kg 1,4-DB eq / kg
Air;(unspecified);Ethane, 1,1,1,2-tetrachloro-;000630-20-6;0,0136;kg 1,4-DB eq / kg
Air;low. pop.;Ethane, 1,1,1,2-tetrachloro-;000630-20-6;0,0136;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane, 1,1,1,2-tetrachloro-;000630-20-6;0,0136;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane, 1,1,1,2-tetrachloro-;000630-20-6;0,0136;kg 1,4-DB eq / kg
Air;(unspecified);Ethane, 1,1,2-trichloro-;000079-00-5;0,0852;kg 1,4-DB eq / kg
Air;low. pop.;Ethane, 1,1,2-trichloro-;000079-00-5;0,0856;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane, 1,1,2-trichloro-;000079-00-5;0,0856;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane, 1,1,2-trichloro-;000079-00-5;0,0856;kg 1,4-DB eq / kg
Air;(unspecified);Ethane, 1,1,2,2-tetrachloro-;000079-34-5;0,00918;kg 1,4-DB eq / kg
Air;low. pop.;Ethane, 1,1,2,2-tetrachloro-;000079-34-5;0,00924;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane, 1,1,2,2-tetrachloro-;000079-34-5;0,00924;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane, 1,1,2,2-tetrachloro-;000079-34-5;0,00924;kg 1,4-DB eq / kg
Water;(unspecified);Ethane, 1,1,2,2-tetrachloro-;000079-34-5;0,00898;kg 1,4-DB eq / kg
Water;ocean;Ethane, 1,1,2,2-tetrachloro-;000079-34-5;0,0213;kg 1,4-DB eq / kg
Air;(unspecified);Ethane, 1,2-dibromo-;000106-93-4;0,186;kg 1,4-DB eq / kg
Air;low. pop.;Ethane, 1,2-dibromo-;000106-93-4;0,187;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane, 1,2-dibromo-;000106-93-4;0,187;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane, 1,2-dibromo-;000106-93-4;0,187;kg 1,4-DB eq / kg
Water;(unspecified);Ethane, 1,2-dibromo-;000106-93-4;0,192;kg 1,4-DB eq / kg
Water;ocean;Ethane, 1,2-dibromo-;000106-93-4;0,482;kg 1,4-DB eq / kg
Air;(unspecified);Ethane, 1,2-dichloro-;000107-06-2;0,0504;kg 1,4-DB eq / kg
Air;low. pop.;Ethane, 1,2-dichloro-;000107-06-2;0,0507;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane, 1,2-dichloro-;000107-06-2;0,0507;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane, 1,2-dichloro-;000107-06-2;0,0507;kg 1,4-DB eq / kg
Water;(unspecified);Ethane, 1,2-dichloro-;000107-06-2;0,0522;kg 1,4-DB eq / kg
Water;ocean;Ethane, 1,2-dichloro-;000107-06-2;0,106;kg 1,4-DB eq / kg
Water;(unspecified);Ethane, hexachloro-;000067-72-1;2,29;kg 1,4-DB eq / kg
Water;ocean;Ethane, hexachloro-;000067-72-1;3,89;kg 1,4-DB eq / kg
Air;(unspecified);Ethane, pentachloro-;000076-01-7;0,0014;kg 1,4-DB eq / kg
Air;low. pop.;Ethane, pentachloro-;000076-01-7;0,0014;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane, pentachloro-;000076-01-7;0,0014;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane, pentachloro-;000076-01-7;0,0014;kg 1,4-DB eq / kg
Air;(unspecified);Ethanol;000064-17-5;0,0000179;kg 1,4-DB eq / kg
Air;low. pop.;Ethanol;000064-17-5;0,0000195;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethanol;000064-17-5;0,0000195;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethanol;000064-17-5;0,0000195;kg 1,4-DB eq / kg
Water;(unspecified);Ethanol, 2-butoxy-;000111-76-2;0,000027;kg 1,4-DB eq / kg
Water;ocean;Ethanol, 2-butoxy-;000111-76-2;0,000559;kg 1,4-DB eq / kg
Water;(unspecified);Ethanol, 2-methoxy-;000109-86-4;0,00000547;kg 1,4-DB eq / kg
Water;ocean;Ethanol, 2-methoxy-;000109-86-4;0,000165;kg 1,4-DB eq / kg
Air;(unspecified);Ethene, 1,2-dichloro-;000540-59-0;0,00137;kg 1,4-DB eq / kg
Air;low. pop.;Ethene, 1,2-dichloro-;000540-59-0;0,00145;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethene, 1,2-dichloro-;000540-59-0;0,00145;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethene, 1,2-dichloro-;000540-59-0;0,00145;kg 1,4-DB eq / kg
Water;(unspecified);Ethene, 1,2-dichloro-;000540-59-0;0,00291;kg 1,4-DB eq / kg
Water;ocean;Ethene, 1,2-dichloro-;000540-59-0;0,0495;kg 1,4-DB eq / kg
